code qualiti
458
158
1616
355
425
418
104
1635
19
134
1017
476
377
26
79
400
14
559
599
198
362
1187
4757
15
1336
544
250
2128
219
701
512
882
371
33
2203
500
288
600
557
1124
130
2400
323
22
2573
2989
126
985
196
336
30
178
67
24
1459
36
853
1753
422
63
1023
15
175
333
14
16
14
284
665
728
1318
0
103
160
76
1850
5
3
3627
18
328
636
241
42
1499
602
229
3729
722
151
1268
453
571
1012
1522
49
472
62
1965
7
1415
163
792
43
93
9
1954
697
71
544
913
66
149
71
806
6
23
163
976
372
3586
34
795
151
412
3
29
563
241
466
2101
393
0
263
110
239
3923
1072
96
11
375
194
13
1478
5
0
12
10
1522
188
492
74
3
20
63
126
307
128
67
0
59
1448
249
154
9
3471
1
12
396
542
133
712
41
641
52
769
520
960
148
136
134
32
686
182
1999
532
273
219
164
3745
30
85
231
1989
2275
256
40
115
1077
293
147
17
28
98
4288
5
1
287
51
572
105
760
215
653
62
147
0
132
282
3
460
116
99
1312
78
5
1561
99
27
436
122
127
65
428
405
129
168
31
5
382
16
541
43
139
344
240
526
708
92
20
2351
257
559
1813
66
77
1354
2634
341
1001
128
749
553
312
7
179
681
6578
7
3752
575
259
337
459
13419
5
2361
123
529
8
78
57
240
179
90
25
25
627
124
121
4527
307
20950
969
102
217
179
320
206
509
32
0
255
1362
635
233
25
2168
30
70
859
846
65
365
30
631
710
383
3
647
68
654
4
364
9
686
9883
141
255
343
411
4
1018
5
195
18
428
652
48
35
0
14
528
490
275
242
64
140
305
399
312
539
37
1974
6
40
67
192
20
19
17
31
6
495
362
41
40
830
108
1
1100
1301
192
505
346
0
92
63
91
190
96
180
938
153
267
40
185
34
1383
14879
1985
193
540
302
580
468
163
91
536
533
125
48
29
14
170
223
14
869
1
1
26
10
166
468
4426
2752
1017
1
329
84
34
279
0
1710
45
588
165
98
107
292
273
84
1121
2344
958
475
47
6
401
26
261
144
4
150
323
190
1217
5465
419
12
24
687
223
1607
1770
845
41
309
780
254
111
195
5713
187
109
13
12
126
10
131
271
103
105
45
1415
0
2500
177
720
538
38
348
31
1019
550
161
84
15
14
37
85
48
30
122
97
590
844
256
917
55
97
317
308
70
57
145
178
307
0
110
902
320
1
66
52
1788
96
72
904
989
2
326
189
395
313
2105
155
4433
33
64
1
646
815
464
10
305
234
2316
37
228
1432
54
1725
989
1330
307
168
74
1981
38
373
460
2995
37
38
481
62
172
39
1310
1025
17
245
1514
262
468
180
0
2
2745
2085
990
126
81
207
256
52
80
142
100
1423
12
44
45
137
2619
267
16
355
94
89
230
8993
52
40
3482
987
20
1481
941
943
16
933
113
40
415
2446
642
44
906
1171
428
4
420
233
85
44
217
0
149
41
93
434
321
514
224
51
112
10
63
122
1489
12
838
358
193
106
155
442
24
951
981
362
42
292
151
236
1215
1245
49
347
1404
217
423
258
77
1097
243
18
367
3132
175
108
751
52
4506
5
570
447
421
63
58
353
187
83
3159
17
192
1284
843
0
68
20
1492
122
1186
192
1177
894
1236
171
134
319
25
97
1767
1414
4504
17
3930
965
9
19
721
119
190
364
374
556
1899
1108
192
61
23
608
168
54
33
130
37
258
174
118
25
40
285
92
118
352
362
1008
75
72
1069
6
75
876
16
274
485
2627
924
1950
48
741
80
427
802
257
7205
778
14
1329
754
4
0
137
107
117
49
119
5
395
1182
1280
275
31
514
1663
1
219
123
129
220
23
211
0
1270
285
91
114
33
0
596
31
1348
1414
672
61
57
259
74
85
84
34
2768
31
680
4
937
