code clean
168
43
790
28
52
133
43
178
6
34
394
133
89
13
32
42
6
138
176
71
6
372
1361
4
510
140
26
239
57
131
87
250
58
2
618
124
181
145
103
358
14
182
95
0
984
1194
8
87
59
112
18
44
32
4
426
18
299
577
178
30
458
2
23
83
6
2
4
8
8
227
135
0
17
64
5
706
2
0
1184
0
89
250
77
10
163
296
14
1234
362
44
243
82
225
108
576
7
134
24
752
0
275
36
276
19
34
1
517
93
0
53
268
16
7
23
320
0
8
43
233
87
1245
13
340
25
124
0
8
161
44
135
146
164
0
78
20
19
571
486
29
0
208
93
2
287
3
0
0
0
511
54
178
0
0
0
17
29
154
43
27
0
1
236
42
27
0
1082
0
0
155
261
65
12
0
108
8
368
190
404
33
24
59
14
249
48
455
103
30
52
72
1240
7
26
30
751
984
93
12
38
166
8
40
4
10
49
776
2
0
20
27
76
5
60
76
280
4
69
0
4
78
0
57
0
12
364
32
3
69
39
1
167
2
59
24
52
153
35
54
16
0
69
6
181
15
0
118
71
193
163
32
2
753
78
189
553
5
4
344
959
113
199
27
247
39
113
7
68
225
3139
0
1663
228
93
98
170
5180
2
232
33
32
4
35
24
50
16
15
10
24
74
28
38
1623
107
845
241
18
91
35
122
66
212
10
0
122
138
142
90
7
641
4
4
297
293
10
109
12
283
343
206
0
185
17
296
2
62
4
250
2857
38
113
127
166
2
346
1
71
8
122
189
11
3
0
6
82
42
49
105
2
24
122
164
106
87
8
537
0
9
17
93
8
0
3
8
0
15
111
4
21
230
56
0
473
500
100
170
172
0
35
6
43
50
18
34
24
46
57
20
33
13
299
4800
697
35
260
94
174
171
50
16
210
158
4
1
6
4
34
107
2
264
0
0
13
2
27
176
1199
1048
371
0
30
28
15
118
0
221
19
68
44
0
49
77
30
18
295
742
217
130
22
0
156
11
117
25
1
26
66
22
56
13
182
2
4
197
83
518
860
142
11
97
196
77
4
79
1861
21
49
2
2
15
5
30
95
33
28
24
311
0
707
20
175
138
7
49
0
272
87
40
23
2
2
14
20
9
15
29
17
176
345
99
196
15
29
76
91
25
13
28
48
143
0
0
99
99
0
2
18
56
22
34
257
425
0
122
45
96
69
433
44
1739
14
3
0
80
257
127
6
116
92
758
11
38
565
8
636
180
225
39
8
26
911
7
76
182
969
16
6
121
5
57
1
414
26
7
26
236
1
121
26
0
0
956
442
330
13
22
52
100
23
4
60
17
613
3
8
21
19
984
46
0
87
16
10
2
3821
6
19
330
200
0
203
162
110
2
37
53
20
83
918
54
4
381
357
77
2
128
77
38
0
4
0
56
17
25
214
105
137
101
2
2
4
22
22
688
5
376
172
49
27
42
149
8
305
533
62
7
86
51
41
389
148
15
150
443
83
163
76
16
412
86
0
146
1248
44
0
286
5
1599
0
262
204
93
12
0
164
55
39
871
4
32
483
205
0
0
7
444
43
223
30
418
167
437
14
51
86
0
28
632
588
1176
0
1633
140
0
0
188
32
1
137
180
77
331
419
76
28
9
268
26
28
16
12
16
85
7
46
10
18
118
35
36
27
54
413
23
28
244
2
7
276
4
74
99
897
416
595
9
314
17
11
338
98
2415
384
0
461
149
0
0
57
19
9
19
21
1
139
422
506
61
2
91
579
1
16
6
50
67
1
76
0
258
96
14
5
0
0
193
6
200
463
258
0
11
86
4
34
26
10
1022
0
134
0
264
