clean code
252
70
1393
35
78
257
64
254
9
53
590
190
129
21
44
68
9
176
288
117
9
565
2062
6
886
213
38
409
95
191
123
364
88
3
936
193
216
213
172
544
21
272
147
0
1598
1894
12
124
99
178
18
74
48
6
629
28
455
871
267
45
689
3
35
130
9
3
5
12
14
338
184
0
27
103
8
1117
3
0
1775
0
133
397
109
15
245
447
21
1970
542
66
361
127
298
183
874
11
200
36
1161
0
417
53
419
35
51
2
785
125
0
83
399
23
12
35
546
0
12
78
384
158
1892
21
515
39
215
0
12
239
61
197
241
242
0
139
39
28
828
731
50
0
278
140
3
403
3
0
0
0
770
83
273
0
0
0
32
44
229
67
39
0
2
367
67
49
0
1683
0
0
239
393
117
18
0
162
12
564
283
577
49
36
105
14
364
75
693
184
59
97
104
1872
13
39
45
1100
1646
141
16
60
246
12
69
6
15
81
1158
3
0
39
41
114
7
90
121
514
7
92
0
5
117
0
86
0
18
546
54
4
106
57
1
289
3
90
37
73
242
52
81
24
0
114
11
271
30
0
189
109
290
241
49
4
1249
117
296
806
8
8
497
1500
171
359
43
358
42
190
7
102
320
4717
0
2670
346
130
147
245
8468
3
348
58
48
6
53
36
75
22
28
16
24
125
42
59
2481
165
1690
383
24
134
53
183
115
339
15
0
209
217
209
141
10
977
4
5
487
437
15
190
21
430
481
289
0
314
28
419
3
124
8
369
4249
50
178
188
249
3
563
2
103
12
179
297
16
3
0
9
145
51
72
161
4
45
183
244
149
132
13
552
0
13
34
155
12
0
6
12
0
18
169
5
32
344
56
0
895
915
143
249
258
0
39
7
51
80
27
41
29
69
103
30
46
20
411
6752
1027
53
390
134
272
256
75
29
314
239
6
1
8
6
53
171
4
429
0
0
20
4
42
258
1704
1566
563
0
45
39
22
176
0
419
36
128
61
0
50
112
47
26
480
1110
310
198
41
0
234
21
169
50
1
39
92
22
61
20
291
3
4
313
125
786
1290
213
17
142
294
143
6
132
2782
32
74
3
3
24
9
36
155
50
42
32
469
0
1016
34
269
220
10
64
0
416
126
70
36
2
3
21
30
15
25
39
27
267
531
150
299
30
50
114
137
37
19
52
63
245
0
0
151
166
0
3
27
75
33
51
397
629
0
191
68
146
122
621
82
2630
16
3
0
123
380
185
8
194
135
1194
17
60
854
12
1055
270
337
69
12
39
1367
11
122
279
1491
25
12
206
10
86
1
650
46
14
38
302
2
188
42
0
0
1438
679
495
26
33
76
151
41
6
92
26
929
4
12
41
37
1459
86
0
131
22
16
3
5754
9
33
510
307
0
334
258
158
3
64
80
30
157
1380
54
6
562
562
118
3
192
118
61
0
6
0
93
24
36
322
153
203
169
2
3
6
29
32
1039
10
555
258
98
42
68
259
8
382
797
89
11
143
73
69
585
206
30
229
663
142
239
114
24
616
145
0
193
1924
64
0
436
9
2406
0
491
301
151
18
0
241
83
53
1180
6
55
748
311
0
0
11
671
66
335
37
635
320
679
22
88
136
0
42
879
835
1740
0
2350
212
0
0
275
44
1
205
278
109
520
619
119
42
13
401
39
42
24
17
24
135
7
65
12
29
177
52
53
51
80
632
38
41
342
3
12
421
6
144
153
1401
571
948
13
471
25
16
563
147
4810
577
0
719
236
0
0
87
30
13
33
36
2
210
631
826
99
3
137
862
1
24
10
74
116
2
113
0
385
144
18
7
0
0
316
10
339
710
389
0
21
133
6
51
39
15
1515
0
197
0
402
