code
643
223
1993
661
691
565
157
3062
32
253
1435
727
587
33
109
746
22
823
921
281
676
1806
7554
23
1844
763
458
3574
262
1048
869
1331
616
65
3116
700
328
908
943
1639
160
4410
533
32
3901
4431
242
1706
285
507
42
282
116
44
2089
52
1331
2777
626
93
1568
23
278
539
20
30
21
559
1129
1113
1962
0
133
232
135
2747
7
6
4818
31
554
900
368
55
2792
892
448
5555
1082
229
2103
795
901
1469
2419
55
679
88
3214
14
2322
285
1258
51
147
15
3197
1167
85
910
1425
89
198
101
1022
6
37
194
1486
525
5039
44
1189
264
596
3
57
930
360
660
3794
604
0
361
178
456
5603
1582
118
16
531
291
23
2320
6
0
12
12
2620
235
761
134
5
20
83
220
459
196
89
0
103
2397
378
256
9
5624
2
19
620
797
196
1209
70
902
86
1141
751
1376
242
237
165
34
1051
304
3521
842
468
331
247
5814
42
132
280
2802
3111
384
60
174
1533
575
236
21
39
132
6911
7
1
297
59
1060
191
1258
330
779
92
216
1
248
464
3
824
175
160
2127
80
7
2497
140
48
595
219
189
102
974
608
249
315
41
6
653
20
878
98
348
457
401
777
1124
141
29
3164
399
870
3075
114
153
2102
4021
543
1386
191
1182
1019
447
9
288
1080
10020
13
5385
863
414
506
710
19813
7
4278
142
616
12
116
81
418
403
145
37
25
1140
215
185
6769
453
40209
1370
165
321
230
500
278
729
57
5
292
2478
1103
348
33
3392
52
90
1329
1339
110
493
40
931
1045
530
4
990
111
997
6
544
10
1021
16513
182
361
479
642
6
1568
8
305
26
728
982
80
58
0
22
704
922
504
359
112
233
480
632
482
973
64
3306
6
57
115
209
29
21
17
46
6
526
577
78
62
1341
136
1
1230
1529
282
740
520
0
142
68
137
307
168
329
1830
248
434
60
322
36
2443
22511
3066
260
806
425
792
704
261
99
760
851
214
66
40
30
282
318
16
1305
1
1
44
15
244
707
7290
4262
1583
1
609
133
52
420
0
2950
55
907
240
98
140
424
487
109
1722
3327
1623
717
52
12
606
32
400
169
6
256
527
358
2332
6940
550
15
30
1009
303
2492
2680
1165
51
430
1201
422
220
273
8930
318
170
23
21
211
12
215
405
222
191
66
2445
0
3955
284
1122
805
46
529
62
1458
916
257
113
15
22
57
139
56
40
200
148
871
1226
388
1482
82
122
637
481
100
98
197
321
414
0
209
1631
467
1
125
91
2820
169
106
1476
1522
2
499
292
653
484
3614
234
7740
56
118
1
1216
1215
732
14
420
350
3675
58
376
1984
71
2618
1787
2105
428
282
107
2752
60
554
703
4501
56
50
711
98
292
67
2248
2007
19
299
2536
364
671
316
1
4
4000
3249
1601
211
103
318
403
66
145
203
152
2137
15
73
46
178
3991
401
29
597
184
150
377
13683
84
48
6008
1495
22
2467
1583
1518
30
1642
171
60
644
3645
797
76
1480
1917
748
6
616
384
121
76
234
0
212
63
136
652
509
804
323
110
152
14
89
199
2174
14
1295
530
286
173
215
695
40
1403
1277
645
71
427
219
333
2011
2383
68
518
2268
311
670
428
114
1646
307
36
529
4607
296
199
1172
58
6798
5
654
732
706
91
102
535
284
117
4935
22
321
1898
1409
0
76
27
2256
171
2077
352
1853
1284
1956
260
192
490
25
152
2820
2125
6447
23
5825
1407
9
37
952
184
356
535
538
828
3160
1721
268
92
72
848
323
69
50
201
53
396
213
243
28
53
451
146
170
389
626
1457
114
103
1507
8
137
1443
19
330
837
4112
1321
2692
83
1146
117
802
1071
415
7285
1198
15
1718
1439
8
0
186
192
225
61
153
7
569
1959
1814
475
38
686
2292
1
306
230
206
298
28
346
0
2068
472
103
224
62
0
893
52
2800
2274
963
113
91
397
90
130
144
57
4217
62
974
8
1318
