name
357
98
1419
57
190
271
64
459
9
74
795
279
200
22
59
92
9
311
337
140
54
742
2627
11
976
392
43
811
195
448
228
544
147
3
1593
337
270
379
226
750
113
444
157
12
1615
1931
12
301
113
224
18
87
49
6
965
28
530
1130
284
48
705
8
83
161
11
3
8
13
587
498
786
0
80
113
23
1199
4
0
3032
5
145
434
139
34
283
456
26
2342
542
95
552
144
323
575
895
43
337
48
1230
0
643
58
449
37
56
3
918
267
57
201
460
49
57
52
680
6
13
140
517
235
2579
29
627
41
255
3
15
279
137
331
462
271
0
180
43
31
2491
774
82
6
290
145
3
750
4
0
12
8
801
162
306
16
1
20
48
49
229
78
56
0
15
573
134
70
9
1876
0
5
250
403
122
220
12
448
22
585
357
611
65
45
116
30
448
87
706
312
78
110
107
2240
19
51
197
1351
1699
171
24
71
705
16
69
15
22
81
1986
4
1
280
45
133
21
292
138
551
33
103
0
16
142
3
133
58
44
679
77
4
705
77
6
334
26
93
41
93
290
64
106
25
4
134
12
294
30
8
283
110
369
363
63
20
1802
154
326
887
19
33
743
1648
178
659
76
409
90
229
7
104
376
4771
1
2708
399
134
223
283
8916
4
518
111
458
6
57
45
87
48
37
17
25
129
47
74
2986
210
1692
665
46
153
145
199
152
366
17
0
230
307
233
160
20
1234
8
51
560
483
30
253
23
465
569
298
1
360
31
434
3
190
8
466
4897
105
187
230
259
3
593
2
117
14
184
402
18
15
0
9
385
65
72
173
15
48
231
246
185
186
13
754
6
23
35
182
15
17
17
20
6
467
215
14
32
435
80
1
1026
1099
143
322
258
0
45
59
52
91
35
41
62
85
121
30
61
32
495
7692
1197
148
404
214
382
323
80
86
411
268
38
30
20
6
77
176
12
460
1
1
20
5
94
305
2152
1722
672
1
64
55
25
197
0
617
37
272
107
98
73
202
64
68
608
1684
389
283
42
0
273
21
171
128
4
47
142
24
112
3991
346
10
18
448
183
958
1290
587
36
198
446
152
29
146
3251
71
78
4
4
118
9
54
176
50
49
32
527
0
1323
76
398
309
32
167
0
713
246
103
64
15
7
24
45
40
25
57
46
398
622
165
443
31
79
132
177
46
22
99
65
266
0
36
181
218
1
8
27
598
34
55
409
660
2
202
99
209
189
686
82
2675
16
10
1
241
534
241
8
217
143
1329
20
102
1110
41
1068
305
767
208
55
54
1483
19
214
302
1920
25
26
287
43
106
10
651
49
15
209
531
259
318
50
0
0
1914
1165
639
41
67
109
173
43
18
117
49
977
10
19
44
114
1733
133
3
156
26
51
84
6140
23
36
1009
600
18
593
351
415
3
332
82
30
271
1695
488
14
597
633
163
3
288
118
64
12
203
0
108
25
58
322
168
290
170
7
73
8
43
55
1103
10
555
272
103
51
108
264
8
535
819
91
16
183
100
150
607
256
30
252
754
146
252
126
45
762
196
0
241
2206
75
15
495
51
3298
5
519
328
160
41
14
263
105
61
1626
15
72
813
358
0
60
16
946
88
441
39
727
596
714
88
90
189
25
56
901
949
3096
16
2702
602
9
1
585
66
24
258
287
314
788
668
148
44
20
463
46
42
24
63
29
142
135
77
23
33
178
54
72
320
131
748
43
48
729
5
21
447
14
218
166
1453
656
1451
13
494
51
56
633
148
7135
578
13
1070
333
0
0
102
30
13
42
90
3
284
677
921
99
25
387
1301
1
140
18
76
161
15
113
0
605
147
84
7
4
0
366
11
374
767
483
9
24
160
62
57
42
16
1793
0
530
0
682
