name chang
368
107
1444
155
237
274
69
798
10
89
818
318
206
23
67
100
9
395
437
155
135
866
3355
13
1002
401
109
843
196
586
294
757
171
8
1735
345
277
487
261
869
117
457
183
22
1739
2097
96
948
125
254
30
113
51
6
1041
28
651
1330
294
48
766
14
96
171
11
3
11
244
663
619
836
0
84
133
30
1278
4
3
3034
8
145
470
152
37
433
458
26
2581
542
129
648
175
353
623
1180
43
383
50
1602
7
1012
110
551
37
74
5
921
282
57
279
510
54
147
56
690
6
19
155
529
244
2867
29
630
42
390
3
25
306
214
388
853
279
0
212
55
230
3332
854
88
11
291
148
13
937
5
0
12
10
1139
165
369
32
1
20
53
50
233
83
56
0
15
900
179
98
9
2479
1
6
279
415
122
297
13
462
48
597
420
801
75
60
121
32
514
105
931
363
99
202
126
2492
25
62
200
1433
1813
205
28
72
727
19
102
15
23
81
2258
4
1
284
49
142
35
474
173
567
37
123
0
44
146
3
166
116
85
768
77
4
853
80
25
335
29
99
45
118
339
82
112
25
5
144
12
295
35
31
285
149
426
437
74
20
2043
218
334
1056
19
55
888
1982
187
690
95
424
96
254
7
105
385
4816
7
2916
431
157
250
310
9190
4
527
112
472
6
57
45
135
49
62
21
25
182
64
78
3746
246
17326
698
60
163
148
211
167
382
25
0
233
365
304
196
20
1451
30
67
633
524
30
265
27
482
583
318
3
407
62
521
3
274
9
504
5744
116
197
316
286
3
639
5
121
14
195
456
22
19
0
11
442
92
92
197
28
81
259
259
187
263
26
755
6
36
35
186
16
19
17
25
6
470
272
28
32
649
84
1
1060
1259
165
355
260
0
57
62
84
146
53
81
109
90
122
30
70
34
631
10492
1302
164
410
263
392
349
80
88
441
271
39
34
27
12
129
188
14
473
1
1
20
10
140
337
2412
1761
866
1
314
78
27
209
0
634
39
374
116
98
80
212
90
70
616
1849
523
306
43
6
288
25
212
128
4
47
168
34
186
5462
349
11
18
449
183
1013
1300
707
36
217
464
243
29
150
3490
107
80
10
9
119
9
58
200
87
61
37
605
0
1512
111
568
372
36
240
1
895
279
124
67
15
11
30
57
42
25
74
51
471
689
193
556
33
90
182
238
48
40
115
96
266
0
96
242
226
1
9
27
1049
35
55
415
718
2
204
108
291
239
812
91
2712
17
10
1
296
689
338
8
274
173
1599
27
189
1162
44
1086
874
949
226
109
61
1574
21
290
336
2508
30
34
325
44
124
13
653
947
17
229
774
260
369
66
0
0
2093
1446
767
48
73
126
207
45
38
117
74
1077
11
28
45
137
2123
217
16
200
46
74
229
6633
29
36
1748
658
20
697
527
457
3
597
87
30
271
2056
488
36
781
823
190
3
356
123
64
12
203
0
114
25
88
324
172
370
182
19
73
8
57
86
1140
10
654
272
103
78
116
315
8
555
829
122
21
198
108
205
689
1083
45
284
856
158
312
138
70
839
208
0
249
2430
125
22
504
51
3514
5
535
350
198
45
22
291
120
71
1719
15
167
888
370
0
64
17
1025
106
567
39
956
820
832
113
90
198
25
81
976
962
3730
17
3064
667
9
3
628
101
70
277
297
328
1009
890
150
45
21
499
54
43
25
82
29
164
136
78
24
34
218
58
72
333
246
767
59
53
741
5
24
479
15
234
168
1657
764
1687
14
506
54
74
703
158
7140
587
14
1170
366
0
0
119
97
53
42
104
3
335
766
997
108
28
387
1307
1
145
31
81
180
21
116
0
739
147
87
10
33
0
422
22
457
811
490
9
28
174
66
62
68
21
2152
3
584
0
805
