structur
458,75
158,41
1624,33
357,14
425,4
418,41
104,59
1819,47
19,0
178,28
1018,236
480,12
377,36
26,20
79,31
422,61
14,0
559,23
599,18
198,29
362,15
1196,71
4774,32
17,10
1386,33
544,32
250,46
2134,18
219,7
736,38
550,34
884,22
379,23
34,29
2212,48
500,17
299,19
620,36
578,74
1124,27
136,18
2409,25
325,28
22,14
2573,35
3005,75
126,18
985,16
197,39
349,27
30,3
178,26
82,6
24,14
1468,34
36,30
870,30
1945,87
422,38
63,13
1023,28
15,35
175,37
333,43
14,13
16,10
14,17
284,14
1049,41
774,30
1412,26
0,7
103,10
160,31
80,30
1856,47
5,10
3,3
3632,17
18,24
328,48
636,29
241,30
42,20
1499,48
602,296
238,15
3758,13
722,12
151,26
1291,24
458,28
583,27
1012,31
1522,28
49,8
505,36
62,17
2136,45
7,19
1417,152
163,21
792,66
43,30
93,13
9,7
1958,70
722,18
71,12
544,27
913,42
66,36
149,6
71,44
806,38
6,1
23,4
163,17
976,16
372,4
3587,45
34,14
856,20
151,30
419,13
3,2
39,16
573,49
241,12
481,29
2122,31
393,69
0,19
263,28
110,28
239,13
3996,36
1078,33
96,7
11,11
376,18
196,30
13,8
1493,18
5,18
0,11
12,12
10,7
1718,47
188,26
492,26
76,10
3,5
20,19
66,41
126,42
307,53
129,28
67,35
0,10
59,15
1452,38
249,48
172,20
9,9
3555,157
1,2
12,73
398,31
543,32
174,31
712,26
41,2
656,43
52,37
785,168
520,54
960,20
148,41
136,22
134,45
32,14
709,37
190,38
2013,26
601,16
273,16
219,47
164,42
3795,60
30,18
85,33
231,18
1992,26
2281,71
256,33
40,16
115,45
1081,30
294,7
147,19
17,10
28,16
98,22
4306,36
5,1
1,8
289,4
51,9
588,34
105,3
760,25
235,46
653,18
62,11
150,21
1,18
132,45
284,47
3,22
469,29
117,20
99,21
1312,40
78,16
5,2
1629,19
101,27
27,18
454,31
122,11
127,8
70,35
639,25
429,42
168,20
229,35
31,8
5,11
389,32
16,17
541,34
85,14
217,11
351,21
240,18
526,39
708,24
98,48
29,13
2361,29
257,17
562,34
1896,32
66,36
109,18
1377,40
2663,57
348,38
1007,34
128,31
749,21
553,32
328,16
9,9
179,14
681,48
6665,200
7,0
3753,21
577,20
261,36
343,16
459,31
13421,67
5,19
2361,15
123,34
530,23
8,0
78,19
57,32
240,37
266,13
90,37
25,16
25,4
627,20
124,16
121,48
4573,33
307,57
20951,23
969,40
107,58
217,42
179,28
320,70
207,34
509,51
36,35
5,14
255,12
1364,24
635,41
238,26
25,28
2251,49
30,27
70,4
930,50
846,28
70,14
365,23
30,20
634,48
791,40
388,33
3,10
647,16
68,40
654,27
4,9
370,12
9,6
701,27
9927,58
141,46
257,53
343,25
411,56
4,28
1020,53
5,20
195,34
18,8
429,89
652,61
48,13
38,17
0,1
14,9
547,42
495,19
278,17
245,45
64,23
140,31
364,22
399,27
312,11
584,73
37,32
2071,33
6,8
40,23
83,23
194,46
20,10
19,12
17,8
31,25
6,3
495,11
386,42
50,24
46,32
845,20
108,29
1,15
1117,81
1309,13
206,38
505,32
346,33
0,10
92,17
63,6
91,39
190,60
98,14
180,12
949,22
157,13
267,28
40,19
185,44
34,33
1443,50
14955,21
1989,84
198,10
540,66
302,23
580,31
474,49
163,24
91,10
540,15
540,41
125,11
48,22
29,24
20,13
174,51
236,43
14,20
878,35
1,12
1,1
32,12
10,18
166,20
469,49
4816,28
2865,121
1153,32
1,3
329,34
100,21
36,17
280,16
0,4
1781,13
45,9
589,19
165,19
98,8
107,21
300,36
273,26
85,31
1122,62
2408,23
962,63
475,28
47,38
6,10
401,40
26,9
261,29
153,3
6,8
150,12
323,21
192,18
1222,21
5465,25
437,27
12,12
24,2
704,26
223,14
1607,49
1770,6
845,31
41,23
309,23
784,28
309,6
136,25
199,14
5746,82
194,44
122,34
13,18
12,9
196,15
10,7
135,15
277,35
153,17
121,54
45,1
1441,42
0,3
2533,51
177,13
720,27
538,20
38,22
348,27
31,12
1030,153
569,21
192,25
84,39
15,19
14,17
37,19
89,16
48,56
30,10
125,28
97,17
594,28
861,71
256,33
917,43
58,7
97,39
417,30
308,27
70,18
60,18
145,13
198,28
336,43
0,9
135,10
902,41
343,48
1,4
66,15
52,36
1789,16
96,23
72,20
904,29
992,110
2,6
327,34
189,18
421,31
350,42
2111,26
157,17
4868,62
39,11
64,1
1,16
778,39
816,27
469,100
10,22
305,24
234,18
2328,37
37,58
241,37
1432,35
54,45
