refactor refactor
374,60
153,38
1444,33
349,13
399,4
418,40
91,48
1566,42
16,0
119,25
822,191
426,12
344,30
23,16
67,27
384,59
11,0
543,20
539,15
173,26
359,14
1024,61
4107,28
13,8
1238,29
477,28
249,44
2065,16
200,6
642,31
476,28
773,20
351,20
32,25
1909,42
463,15
277,16
533,33
523,62
983,25
123,15
2355,23
281,25
22,13
2203,29
2621,61
124,15
948,14
191,35
290,26
30,3
165,23
51,6
22,11
1365,32
28,23
715,25
1544,74
356,31
48,11
796,24
14,32
164,30
299,35
11,13
15,9
13,15
280,13
663,35
619,26
1298,22
0,6
96,10
135,24
74,27
1608,39
4,8
3,3
3036,14
18,21
285,42
574,26
216,25
37,17
1419,42
458,223
222,13
3319,13
542,9
129,22
1172,24
425,27
501,22
991,30
1260,25
49,8
433,35
50,16
1622,38
7,18
1282,129
146,18
669,54
41,28
76,12
9,6
1751,58
682,17
71,10
521,26
854,39
60,31
147,6
60,34
722,33
6,0
19,3
155,15
925,14
356,4
3141,38
29,10
630,16
148,28
392,13
3,1
25,13
490,46
226,10
422,26
2063,29
319,55
0,15
248,27
109,24
230,11
3748,32
866,29
88,6
11,10
305,15
148,24
13,8
1379,16
5,17
0,9
12,11
10,7
1341,40
167,24
409,22
74,8
3,4
20,17
61,33
112,34
233,43
111,24
56,27
0,9
59,13
1358,33
235,40
154,17
9,8
2997,142
1,2
12,59
325,28
427,25
122,26
707,24
41,2
588,36
48,32
597,129
452,44
893,20
137,34
126,20
121,39
32,13
582,36
163,34
1793,23
511,15
273,14
216,41
138,39
3196,48
29,16
72,27
216,16
1817,25
2021,61
213,28
36,14
100,39
997,26
289,6
136,17
15,8
23,12
81,19
3984,33
4,1
1,8
286,4
49,9
536,25
103,3
730,20
197,41
629,16
61,9
125,18
0,15
132,36
244,39
3,19
432,26
116,18
93,20
1130,33
77,14
4,2
1549,17
82,23
27,15
397,24
121,10
99,7
57,32
428,20
341,37
112,18
144,30
27,7
5,9
366,30
16,15
451,26
43,14
139,11
299,17
209,17
432,32
635,23
78,42
20,11
2097,25
218,15
496,28
1560,28
65,30
77,17
1240,34
2262,49
309,32
964,33
117,25
656,20
550,31
276,13
7,7
145,13
587,39
5030,152
7,0
3164,17
465,17
231,31
288,14
384,26
11530,56
4,17
2287,13
116,27
514,20
6,0
61,15
45,27
215,32
173,10
88,32
21,13
25,4
612,17
110,14
104,38
3872,26
258,47
20950,21
872,34
100,49
177,34
162,27
261,56
189,28
432,43
27,26
0,12
243,11
1303,23
568,36
196,24
22,24
1961,43
30,21
69,4
759,41
716,26
60,13
349,18
27,18
500,40
597,35
326,29
3,8
591,14
62,35
531,25
3,8
364,11
9,5
586,24
8696,53
136,39
219,44
320,22
332,47
3,23
895,45
5,19
163,30
14,8
373,71
572,50
46,11
35,15
0,1
11,8
514,37
488,15
252,15
197,39
64,20
139,29
263,18
319,21
269,10
503,66
34,28
1959,30
6,7
40,21
67,21
186,40
16,9
19,9
17,8
27,21
6,3
492,11
318,38
40,20
32,26
729,16
108,25
1,11
1060,71
1283,12
165,32
453,28
260,27
0,8
89,15
62,5
84,34
172,55
87,14
173,11
933,20
130,11
246,25
30,16
172,41
34,29
1271,40
14458,21
1696,70
176,9
410,52
267,20
566,30
383,42
148,22
88,10
441,14
487,34
123,10
48,18
27,21
12,11
155,41
188,37
14,16
851,28
1,10
1,0
20,10
10,14
160,16
393,41
4222,26
2405,106
932,26
1,3
314,27
80,20
27,12
221,13
0,4
1634,10
43,9
586,16
148,16
98,7
106,19
258,28
268,24
76,27
1034,53
2085,20
871,54
426,26
47,36
6,8
324,32
25,8
212,24
144,3
4,6
147,12
300,19
190,17
1212,18
5464,21
379,25
11,10
24,2
621,23
183,13
1371,41
1340,5
783,27
36,18
299,22
694,22
243,4
109,19
170,14
4969,67
179,39
92,28
12,16
11,8
119,11
